gene	TCGA-D7-A748-01	TCGA-BR-8289-01	TCGA-CG-4465-01	TCGA-VQ-A8DZ-01	TCGA-R5-A7ZI-01	TCGA-CG-4301-01	TCGA-BR-7196-01	TCGA-CG-4462-01	TCGA-IN-A7NR-01	TCGA-CG-4440-01	TCGA-CG-5724-01	TCGA-IN-7808-01	TCGA-CG-4306-01	TCGA-CG-5722-01	TCGA-BR-8372-01	TCGA-CG-4476-01	TCGA-BR-A4CS-01	TCGA-BR-8382-01	TCGA-BR-A4CR-01	TCGA-BR-8687-01	TCGA-BR-8361-01	TCGA-BR-8384-01	TCGA-BR-8590-01	TCGA-BR-8296-01	TCGA-BR-8364-01	TCGA-HU-A4GX-01	TCGA-BR-8592-01	TCGA-BR-8589-01	TCGA-BR-8686-01	TCGA-HU-A4H0-01	TCGA-VQ-A91Y-01	TCGA-HU-A4H3-01	TCGA-HF-A5NB-01	TCGA-BR-8380-01	TCGA-BR-8284-01	TCGA-VQ-AA6K-01	TCGA-BR-8591-01	TCGA-BR-A4PF-01	TCGA-BR-8058-01	TCGA-BR-A4IV-01	TCGA-HU-A4GC-01	TCGA-BR-8683-01	TCGA-BR-A4J4-01	TCGA-HU-8608-01	TCGA-VQ-AA6J-01	TCGA-BR-A4J5-01	TCGA-VQ-A8PU-01	TCGA-BR-7959-01	TCGA-HU-A4GJ-01	TCGA-BR-8485-01	TCGA-BR-8080-01	TCGA-VQ-A8PM-01	TCGA-B7-A5TI-01	TCGA-CG-4438-01	TCGA-BR-4368-01	TCGA-HU-A4GY-01	TCGA-CG-5721-01	TCGA-BR-8059-01	TCGA-VQ-A8PF-01	TCGA-F1-A448-01	TCGA-BR-6709-01	TCGA-D7-8576-01	TCGA-D7-A4YU-01	TCGA-VQ-A8DT-01	TCGA-BR-8677-01	TCGA-D7-8570-01	TCGA-BR-A44U-01	TCGA-BR-8367-01	TCGA-BR-8371-01	TCGA-BR-8369-01	TCGA-BR-6705-01	TCGA-BR-7723-01	TCGA-D7-A6EY-01	TCGA-VQ-A8PE-01	TCGA-BR-8676-01	TCGA-BR-A4J8-01	TCGA-CG-4469-01	TCGA-RD-A7BT-01	TCGA-VQ-A91Q-01	TCGA-IN-A7NU-01	TCGA-FP-A4BF-01	TCGA-D7-A6EX-01	TCGA-RD-A8MV-01	TCGA-VQ-A91X-01	TCGA-VQ-A8E0-01	TCGA-MX-A5UJ-01	TCGA-D7-8575-01	TCGA-RD-A8N1-01	TCGA-BR-6802-01	TCGA-VQ-A94T-01	TCGA-RD-A8N0-01	TCGA-R5-A805-01	TCGA-BR-6564-01	TCGA-RD-A8MW-01	TCGA-D7-5578-01	TCGA-D7-A6EZ-01	TCGA-RD-A7BS-01	TCGA-BR-8381-01	TCGA-CD-8535-01	TCGA-HU-A4GD-01	TCGA-CG-5734-01	TCGA-HU-A4GU-01	TCGA-RD-A8N4-01	TCGA-CG-4475-01	TCGA-BR-6455-01	TCGA-VQ-A923-01	TCGA-CD-8525-01	TCGA-VQ-A8PC-01	TCGA-BR-4253-01	TCGA-BR-6563-01	TCGA-HU-A4G8-01	TCGA-HU-A4G2-01	TCGA-MX-A5UG-01	TCGA-BR-7722-01	TCGA-IN-A7NT-01	TCGA-FP-8210-01	TCGA-IN-7806-01	TCGA-CD-8526-01	TCGA-CD-A487-01	TCGA-D7-A4YX-01	TCGA-CD-A48C-01	TCGA-RD-A8NB-01	TCGA-IN-A6RR-01	TCGA-BR-6458-01	TCGA-CD-8531-01	TCGA-CD-5801-01	TCGA-D7-A747-01	TCGA-D7-6521-01	TCGA-CG-4444-01	TCGA-D7-6520-01	TCGA-KB-A93J-01	TCGA-CG-5717-01	TCGA-CG-4305-01	TCGA-BR-4279-01	TCGA-D7-8574-01	TCGA-D7-6818-01	TCGA-BR-8060-01	TCGA-RD-A8N6-01	TCGA-HU-A4HB-01	TCGA-D7-A6EV-01	TCGA-D7-6525-01	TCGA-D7-A4Z0-01	TCGA-HU-A4H4-01	TCGA-IN-8663-01	TCGA-BR-6453-01	TCGA-RD-A8N9-01	TCGA-CD-5799-01	TCGA-CG-5723-01	TCGA-D7-6524-01	TCGA-D7-6519-01	TCGA-VQ-A91E-01	TCGA-BR-7958-01	TCGA-BR-8295-01	TCGA-HU-8602-01	TCGA-BR-7851-01	TCGA-BR-8682-01	TCGA-VQ-A94U-01	TCGA-VQ-A8PO-01	TCGA-BR-8588-01	TCGA-BR-4361-01	TCGA-CD-8528-01	TCGA-BR-6852-01	TCGA-VQ-A8E3-01	TCGA-VQ-A8P5-01	TCGA-BR-6454-01	TCGA-CD-8534-01	TCGA-BR-8365-01	TCGA-BR-6707-01	TCGA-BR-7704-01	TCGA-MX-A663-01	TCGA-BR-6452-01	TCGA-D7-8573-01	TCGA-BR-A44T-01	TCGA-BR-8487-01	TCGA-CD-5813-01	TCGA-CD-8524-01	TCGA-CD-8530-01	TCGA-BR-8286-01	TCGA-HU-A4GT-01	TCGA-BR-A4J9-01	TCGA-BR-6803-01	TCGA-BR-6457-01	TCGA-CD-A489-01	TCGA-CD-5803-01	TCGA-BR-8366-01	TCGA-CD-8533-01	TCGA-IN-AB1X-01	TCGA-CD-A4MG-01	TCGA-BR-6566-01	TCGA-CG-4477-01	TCGA-FP-8209-01	TCGA-B7-5818-01	TCGA-D7-6522-01	TCGA-CG-5725-01	TCGA-RD-A7C1-01	TCGA-D7-A6F2-01	TCGA-BR-8368-01	TCGA-CG-5720-01	TCGA-BR-7707-01	TCGA-CG-4442-01	TCGA-F1-6874-01	TCGA-RD-A8N2-01	TCGA-RD-A7BW-01	TCGA-D7-A6F0-01	TCGA-BR-8680-01	TCGA-CG-5716-01	TCGA-R5-A7ZF-01	TCGA-CG-4460-01	TCGA-VQ-A8PQ-01	TCGA-R5-A7O7-01	TCGA-VQ-A8E7-01	TCGA-HU-A4GQ-01	TCGA-VQ-A91D-01	TCGA-BR-8077-01	TCGA-VQ-AA68-01	TCGA-VQ-A8PD-01	TCGA-VQ-A94O-01	TCGA-VQ-A94R-01	TCGA-VQ-AA6D-01	TCGA-BR-8484-01	TCGA-BR-8373-01	TCGA-VQ-A8P2-01	TCGA-VQ-AA6A-01	TCGA-VQ-A91N-01	TCGA-VQ-A922-01	TCGA-VQ-A8PP-01	TCGA-BR-7717-01	TCGA-VQ-A8P3-01	TCGA-HU-A4H2-01	TCGA-BR-8690-01	TCGA-BR-A4QL-01	TCGA-VQ-A8PK-01	TCGA-VQ-A928-01	TCGA-VQ-A8PH-01	TCGA-VQ-A925-01	TCGA-HU-8249-01	TCGA-D7-6526-01	TCGA-SW-A7EB-01	TCGA-HU-A4H6-01	TCGA-BR-8483-01	TCGA-VQ-AA69-01	TCGA-R5-A7ZE-01	TCGA-VQ-A8DU-01	TCGA-HU-A4HD-01	TCGA-VQ-A8E2-01	TCGA-VQ-AA64-01	TCGA-VQ-A91V-01	TCGA-D7-A74A-01	TCGA-VQ-A91Z-01	TCGA-FP-7829-01	TCGA-CD-5804-01	TCGA-BR-7716-01	TCGA-VQ-A91K-01	TCGA-RD-A8N5-01	TCGA-VQ-A91U-01	TCGA-VQ-AA6F-01	TCGA-BR-6456-01	TCGA-BR-7901-01	TCGA-HF-7133-01	TCGA-BR-4280-01	TCGA-HF-7132-01	TCGA-CG-5718-01	TCGA-CG-5732-01	TCGA-D7-5577-01	TCGA-D7-8572-01	TCGA-CG-4441-01	TCGA-HU-A4G3-01	TCGA-D7-6815-01	TCGA-D7-8579-01	TCGA-CD-8527-01	TCGA-IN-A6RL-01	TCGA-HU-A4GP-01	TCGA-IN-8462-01	TCGA-CG-4437-01	TCGA-D7-6527-01	TCGA-CD-8529-01	TCGA-BR-6565-01	TCGA-BR-8081-01	TCGA-VQ-A8P8-01	TCGA-BR-A4J6-01	TCGA-HU-A4GF-01	TCGA-CD-A48A-01	TCGA-F1-A72C-01	TCGA-BR-7715-01	TCGA-VQ-AA6G-01	TCGA-HU-8604-01	TCGA-BR-6801-01	TCGA-CD-A486-01	TCGA-VQ-A924-01	TCGA-CD-5798-01	TCGA-VQ-A8PB-01	TCGA-CD-8532-01	TCGA-CD-A4MH-01	TCGA-VQ-A92D-01	TCGA-CG-4304-01	TCGA-BR-4267-01	TCGA-CG-4466-01	TCGA-D7-6822-01	TCGA-CG-4436-01	TCGA-D7-8578-01	TCGA-D7-6528-01	TCGA-F1-6875-01	TCGA-BR-8678-01	TCGA-BR-8679-01	TCGA-VQ-A8DV-01	TCGA-BR-6710-01	TCGA-VQ-A91A-01	TCGA-VQ-A927-01	TCGA-KB-A93H-01	TCGA-CG-5719-01	TCGA-CD-5800-01	TCGA-KB-A93G-01	TCGA-KB-A6F7-01	TCGA-IN-A6RJ-01	TCGA-IN-A6RN-01	TCGA-FP-A9TM-01	TCGA-HU-A4H8-01	TCGA-IN-A6RO-01	TCGA-IN-AB1V-01	TCGA-HU-A4GH-01	TCGA-HU-8610-01	TCGA-IN-A6RI-01	TCGA-IN-A6RS-01	TCGA-BR-8486-01	TCGA-HU-A4G9-01	TCGA-CG-4443-01	TCGA-VQ-A8PX-01	TCGA-HF-7134-01	TCGA-CG-5726-01	TCGA-HU-8244-01
A1BG	0.09426457	0.1232435	0.02096948	0.1030979	0.1002762	0.05084412	0.04559358	0.09058515	0.03426732	0.02342958	0	0.1502759	0.04385324	0.04591319	0.03317185	0.04450588	0.01002673	0.01797626	0.02236104	0.02474069	0.01340694	0.02713587	0.1109622	0.3481793	0.06498248	0.02768076	0.09276165	0.04857323	0.04924146	0.0440423	0.02992449	0.04115818	0.04896139	0.03021433	0.05620805	0.06884598	0.05711578	0.02043633	0.07523102	0.1548248	0.07846331	0.06347777	0.03401946	0.09313997	0.04941114	0.1426304	0.03600406	0.033655	0.2040298	0.08827245	0.06167576	0.08735668	0.02106911	0.106288	0.0480066	0.1984605	0.02922113	0.04966185	0.1115018	0.09250237	0.07780406	0.05414961	0.02282119	0.03672756	0.1051976	0.05928112	0.01270613	0.1156815	0.07985454	0.1470948	0.1045055	0.1152116	0.013445	0.02926415	0.1113037	0.1069841	0.01637047	0.007588373	0.07907632	0.06436774	0.05563116	0.01785971	0.04331008	0.01786532	0.04607082	0.06157144	0.1049953	0.03951333	0.03139121	0.01706295	0.1041776	0.04070941	0.06510649	0.1558699	0.05372944	0.04822736	0.2568871	0.1268076	0.05518229	1.129766	0.06486156	0.03552768	0.0508967	0.04058057	0.01997834	0.1088382	0.06150561	0.07069336	0.05050177	0.06964414	0.03267951	0.06045738	0.1149018	0.04568935	0.05094183	0.06987594	0.03122223	0.284116	0.02611259	0.04076209	0.05746594	0.03676082	0.08098904	0.03953637	0.1827519	0.08730826	0.04948424	0.02631541	0.03030866	0.0116436	0.04200938	0.04873826	0.01757575	0.01118857	0.1407631	0.004243908	0.2088617	0.1602597	0.1745068	0.009421948	0.007351752	0.059132	0.06723551	0.02178773	0.08358638	0.1360162	0.004186629	0.02545859	0.05472611	0.007248776	0.05061487	0.04077917	0.2217754	0.03407226	0.05519423	0.07396075	0.06205622	0.04766973	0.07214243	0.03276125	0.009859127	0.1582706	0.1909396	0.09407654	0.02892691	0.09286639	0.06718674	0.044916	0.0391916	0.09104212	0.02565686	0.05543269	0.2398866	0.0290101	0.01809366	0.04818289	0.1047832	0.1396968	0	0.04354217	0.02708829	0.03480671	0.06545176	0.04373162	0.1687419	0.1370124	0.06704853	0.0348078	0.007844946	0.07410878	0.1338412	0.01261194	0.06596976	0.004761179	0.1615149	0.01085986	0.04493418	0.03945486	0.02539828	0.1059484	0.1241393	0.02631018	0.07778333	0.1465282	0.07019271	0.04990033	0.06861974	0.1138284	0.275136	0.1891283	0.03387925	0.02247878	0.03117625	0.02610187	0.02027664	0.1855396	0.06740351	0.05519089	0.05266055	0.03502108	0.248252	0.04012518	0.01595709	0.04860699	0.1133106	0.0231802	0.004467876	0.08993866	0.1241405	0.3276166	0.01469555	0.02293078	0.05609107	0.1374652	0.03559739	0.1581027	0.0169814	0.130187	0.07642473	0.006096396	0.03652216	0.0295241	0.05809693	0.05051565	0.1537364	0.03438285	0.05069637	0.03310032	0.1086714	0.02639873	0.01748027	0.02261636	0.05485032	0.08434737	0.01332032	0.02821322	0.02349703	0.05909412	0.04175176	0.01657326	0.0547008	0.1136215	0.01475016	0.04189334	0.1153171	0.0200986	0.05628111	0.04887994	0.06423205	0.2068399	0.02214118	0.02785538	0.08400342	0.02464203	0.05329457	0.08707499	0.03508397	0.07018323	0.1035057	0.02932964	0.01649635	0.1427587	0.0654382	0.02703977	0.02002969	0.06922473	0.02045842	0.1178507	0.09139894	0.01248208	0.005292299	0.06339368	0.05824071	0.0402254	0.02783349	0.0364567	0.1142095	0.06010047	0.01065814	0.1052506	0.03272893	0.007219426	0.1359603	0.04501274	0.5915179	0.01398987	0.07055394	0.04108029	0.03295558	0.03463992	0.04560778	0.1742853	0.03174049	0.05067449	0.06832675	0.08017989	0.02209291	0.01918257	0.06003036	0.0176713	0.07617828	0.02636298	0.02251871	0.03091019	0.02775588	0.02029775	0.03140065	0.0177775	0.01327452	0.08041589
NAT2	0.3264525	0.462765	16.20344	2.343098	0	0.1027138	0.01151335	6.163689	0	0.60348	0.08294879	0.5692183	1.052019	0.7950215	9.921249	0.1573416	0.03038357	4.303343	0.008469964	0.2436546	0.6398672	0.2137945	1.264918	0.2167958	0.6849169	3.821192	6.802418	0.01839867	0.2557959	0.007850558	0.02720367	0.2138055	14.23603	4.21163	0.4508599	0.1147416	4.73073	0.9056874	0.9987228	0.05212878	6.013448	2.038952	0.4123509	0.01227122	0.1347556	6.116664	0.4519922	1.259794	0.4903464	2.390676	0.1168084	2.659165	0.6597297	0.6441598	0.06714108	0.1244248	0.0505986	0	0	9.955695	0	1.343464	0.04939578	7.057892	0.9762504	0.01122731	1.026742	6.909124	0.4509623	0.423992	0.05588446	0.05371089	0.5024822	1.773558	0	0.009005258	2.492739	2.908832	0.2218718	0.1625423	0.2528651	0.1488286	0.0787444	0.1840641	0.1483318	9.564542	0.0227259	0.4340413	0.07926954	0.03693224	0.6070862	0.1570036	0.4304496	0.01004949	1.924166	0.01043866	0.4670604	0.3293655	0.05225516	3.904307	3.513281	0.4754895	0.09072359	0.2459391	0.01008992	0.02198719	0.07455112	0.6426572	0.1883487	3.032307	2.645444	0.07168751	3.241409	0.1692173	0.339607	0.3058497	4.436223	0.176338	2.516266	0.03800603	0.08706829	1.436992	0.4294808	0.06988647	0.04713067	0	1.399533	0.4556712	2.610966	0.01176103	0.4137225	0.08615219	5.046294	1.051032	2.710647	0.1414614	0.1772133	0.8560224	9.824555	0.6661882	0.300749	11.86888	0.03134475	0	6.205562	0.01212247	0.2410447	0.03857303	1.29558	0.04393131	0.4686491	0	0.09432092	0.009386154	6.104724	1.919028	0.05530774	9.616346	8.263462	32.51257	1.882168	0	0.1851508	0.1742132	0.1051872	1.442221	0.1730541	0.04536901	0.04453523	1.761394	2.760014	0	0.3271131	3.38446	0.1096569	0.009125409	0.01134	0.108853	19.97939	0.5365722	0.2872957	0.1356085	0.1363558	0.03312951	0.05326368	0.4039615	0.06772476	3.554561	2.74569	0.7719548	0.03379778	0	3.940991	0.0144276	0.7153231	0.9214288	4.055686	10.01899	0.07696331	0.7491191	2.905619	0.1252847	0.4285518	0.2437746	1.176117	0.3192229	0.2703161	0.1784117	0.4408243	0.0818725	0.8866338	0.4200516	0.7715219	3.638387	0.3247724	0.6644567	5.662263	0.147567	0.110475	0.05788521	1.033235	18.22493	0.2611121	1.091691	0.1907557	0.07024198	0.06769407	0.5904974	0.05373967	4.816738	28.3219	0.1389723	0.04472904	0.8678227	0.3929522	1.861614	0.05145801	2.879851	0.2013797	0.1847365	0.009222628	0.4585113	2.57031	3.766987	0.7798106	0.1843342	2.477171	0.278618	0.1259097	5.599646	0.2118789	0.3855004	1.432577	0.07667827	1.41274	0.2650293	0.2949799	0.3015922	0	2.370443	4.510348	0.01229651	0.7300475	0.01586845	3.066057	1.23838	4.803719	5.25252	2.666563	0.02915246	0.3801963	0.3001207	0.1473722	0.044803	0.01153545	2.226975	0.1299387	6.582743	2.018261	0.1244269	0.1499645	0.1048717	0.694031	0.01365624	6.537732	1.161796	0.2727748	0.1360449	0.4072975	0.08825578	5.637015	0.2598989	0.3353202	1.14928	1.279197	0.08101366	0.1874622	0.1720021	0.8074223	1.754151	0.6722001	0.01093836	0.05281984	0.009093346	0.5495723	0.02119645	0.0684149	4.107966	2.896052	0.2099357	0.207305	0.09964701	0.2404546	0	0.9317143	2.941164	13.28902	1.598523	0.4494184	0.8950265	0.02715762	8.456568	0.523154	4.898722	2.859654	0	0.9832378	1.551468	4.344322	9.732899
ADA	4.142438	8.520086	3.814335	2.836655	3.61517	5.403894	4.136048	3.921258	3.48161	4.991327	9.349664	4.250952	3.808779	3.832606	4.095623	4.016539	1.122012	8.761739	1.786384	1.05992	4.957464	1.837182	3.874251	3.302847	2.635105	6.380834	3.335569	6.311028	3.112468	13.52982	6.098958	2.077101	2.164698	3.828079	2.684348	3.20087	5.161234	3.204246	3.195309	1.867492	2.502726	2.505471	5.156403	8.992937	14.51591	2.081821	1.23541	3.837436	9.170755	6.788451	2.842597	5.058738	2.209705	4.546714	3.127781	4.633238	13.10503	2.312694	6.117615	3.830738	6.525923	9.189008	3.663462	2.656812	8.773456	6.515716	2.46294	1.336608	1.412271	1.909915	5.206778	8.141268	5.929961	8.825298	8.989569	0.9183342	3.184728	4.172938	3.237568	5.922035	6.104774	1.066166	5.998288	0.978671	1.213357	3.623266	1.401053	3.725541	7.385576	3.649848	4.570023	2.718725	3.200765	5.692421	6.449246	8.878978	8.605818	7.06533	4.931612	4.983582	5.614431	3.688677	1.568596	2.973533	14.31637	3.093216	6.34985	2.685772	21.30815	3.578304	3.462365	3.603568	4.000274	1.918166	17.75979	3.598823	4.770518	8.471979	3.337741	7.165756	3.88255	3.165243	1.770382	3.290384	190.9455	4.563798	2.050456	3.912837	2.77937	7.921238	2.832363	3.120596	4.715292	2.635014	3.342104	2.700384	2.440864	2.533389	12.71169	1.473423	11.74121	3.646663	7.729625	4.422229	8.900979	4.085145	2.199366	5.909315	3.391882	4.021825	4.747572	7.217226	7.973616	7.814046	4.026579	1.480395	2.450901	21.73752	5.370665	4.39466	0.7155011	9.12866	4.586206	1.490275	3.022988	1.456611	2.335717	11.91355	10.92735	8.99589	3.630864	5.216776	2.594527	3.843933	5.726818	5.084388	4.988398	2.752715	5.630074	1.206902	2.891723	3.862349	5.516124	8.300279	6.285959	1.243132	6.350306	4.312277	5.834684	3.47418	2.75207	1.904373	8.816223	15.72944	2.670066	2.227094	4.499256	4.001282	7.242054	2.356288	3.998474	0.6652085	4.807293	9.802568	2.528663	5.233492	9.137319	2.249438	5.237252	5.426952	3.915175	3.50475	0.7699926	2.297575	2.026229	4.695792	7.063947	1.062517	2.992879	3.206398	3.755897	11.37865	1.394137	2.064307	3.872875	2.474527	5.365728	3.358283	1.893174	6.578864	5.928321	6.415002	1.75405	6.629338	2.732203	5.171187	2.828913	8.302042	3.374472	8.083633	12.83356	3.348734	4.994201	1.996015	4.384572	3.198623	0.5251705	4.137935	7.717444	3.492974	3.204204	13.90229	2.252629	2.778279	2.301342	3.309029	3.319319	3.599808	4.210761	8.939242	5.552289	3.380013	12.90072	9.827044	6.369378	2.50786	1.036486	4.19871	3.383331	4.871497	3.680181	1.239004	1.453184	4.963488	4.967434	4.740658	12.05168	7.26216	2.787637	7.567933	4.393267	2.74048	6.763511	8.665958	1.233889	4.674761	4.540364	5.683418	5.180573	3.132505	4.266951	4.336994	3.026842	8.858665	2.906115	3.191972	1.483902	3.826987	4.426343	5.189115	11.3704	1.82531	7.379421	2.579628	3.993628	18.44205	2.140604	3.467398	4.609195	4.504175	9.916795	3.85223	3.640994	4.662213	4.55875	3.028965	1.710657	3.426426	4.067217	0.9574051	5.2494	5.702649	8.134289	11.69663	1.286561	2.074161	2.210213	2.202423	3.965333	3.395278
CDH2	1.373178	0.346922	0.6561908	0.8638121	0.04733915	2.010755	1.359097	0.6297988	0.3605199	2.531346	0.3839887	1.668858	0.6062895	0.4034212	0.1395979	1.392707	0.1947495	0.7055811	3.963163	0.3153539	0.1573271	1.045337	0.9493243	0.8260372	2.903875	0.1518347	1.625831	0.1375849	0.4554373	0.05451301	0.2421768	0.4020875	0.150949	2.296065	0.5110798	0.7159579	0.5007534	0.1178402	0.7190102	1.752192	0.1613953	0.4186827	1.098765	0.1376459	0.3418981	2.486758	0.1332015	3.300454	1.340888	1.312678	1.03571	0.3342047	0.3665982	0.1016578	0.3855254	0.6369124	0.2195928	0.8996596	0.300792	0.6247064	7.960736	0.3670168	0.3693806	0.1461398	0.7555788	0.4767594	0.5861299	0.2506606	2.276588	0.4471364	0.8457558	0.566612	0.1994839	0.369459	0.07720911	0.3270855	0.5763101	0.2088014	1.813217	0.5643338	2.0288	17.59019	0.1402022	0.02313324	0.03961509	0.3383149	0.06979836	0.3557536	0.4107091	0.2189701	1.151158	1.56343	0.7759833	1.086989	0.1818374	0.4376943	0.6860599	0.8503174	1.141586	1.237916	0.08529951	0.3090872	1.524043	1.409451	0.2856405	0.1908443	0.1144849	0.2342953	0.2609439	0.8424712	0.3362585	0.1276376	2.154251	0.2259649	0.7503289	0.9644935	0.09826418	0.4072308	1.796282	0.1700175	1.16732	0.3004777	0.1024123	1.978451	0.2485976	0.2826318	0.727525	1.521206	0.5851819	0.1633334	0.1898216	0.0920349	0.2560307	1.798894	1.028942	0.4705353	12.37978	1.22223	1.766578	0.2999212	0.4343296	0.3121976	0.09208392	0.3644082	0.3509129	1.544314	0.9283694	0.262694	0.5370096	2.572409	0.07282179	0.8844614	87.35386	0.7495233	0.6225645	0.5274802	0.4815371	0.4849903	0.8874422	1.511267	0.4707564	0.952649	0.1730692	1.370439	0.1919648	0.2192053	1.476247	0.2847432	0.416292	13.29919	0.8954438	0.2123434	1.824902	0.07825889	0.6247712	0.7945042	2.534922	0.4070001	0.09458861	0.6977198	0.9317004	1.344055	1.3739	0.4247003	0.6515128	0.1618294	0.1007721	0.7126936	0.8475728	0.6259965	1.245643	0.6124054	0.4309244	25.66994	0.723948	0.257805	0.1220822	0.1820041	0.4275367	0.3894176	0.2771449	0.7665352	1.133091	2.429814	0.4009868	0.3724301	0.2998807	5.263574	2.029585	0.2696775	0.2517493	0.7883163	1.095434	0.1936372	0.2250478	0.4941492	7.170187	0.1681528	0.04261781	0.4457473	0.4332848	0.04329736	0.1678815	0.168919	1.243064	0.5333079	0.4049719	0.800654	0.09431506	1.561367	0.1474733	0.3711543	4.558524	1.637842	0.1090616	0.1316071	0.1154406	0.2633986	0.2635348	0.3848341	0.03448331	0.07168093	0.9372142	0.3003935	7.659808	1.962789	0.03333542	0.1428686	0.09829367	0.6366564	0.8311163	3.111555	0.1331699	1.699717	0.09163036	0.1187304	1.086627	1.434734	0.2669363	0.2575224	0.342502	0.3251197	0.1551836	0.2881839	2.664286	0.8024392	0.23027	0.8246362	0.3378865	0.3425738	0.07764769	0.1828501	1.560039	0.4467146	0.1509582	1.575691	0.4795297	0.6978137	0.6227849	0.5672968	0.02670076	0.5461589	0.8032065	0.7622611	0.1088378	0.3749237	0.1655686	0.9355906	0.3002252	0.7138504	1.128576	0.3621463	4.329239	0.4394808	0.5931702	0.3068432	0.1078337	0.2296836	0.09775628	2.504251	0.8358211	0.2161773	0.8746112	0.330285	1.506134	6.345925	1.655865	0.2629455	0.007620204	1.389677	0.3469545	4.212806	1.588335	0.04101051	0.2764818	0.3654276	0.05587387	0.07244681	0.2314796	0.055162	0.3227587	0.02133537	0.03644846	0.5853603	0.009626846	0.8952622	0.06211901	0.1870337	0.007161982	0.06508002
AKT3	3.877299	2.97576	2.701123	1.171787	0.8055328	4.441225	6.409543	10.38602	1.849649	1.423155	1.037751	3.081504	3.278669	5.027695	1.127606	5.988493	1.685816	2.409297	9.035831	1.822705	1.602744	16.24571	7.760995	3.335395	10.43788	1.011689	11.99887	0.9626535	3.652271	0.8007006	12.40653	1.277771	0.4889313	10.51215	4.601942	2.410131	2.396055	1.006609	4.686296	15.35907	1.62691	9.573185	2.213724	2.775383	2.175784	7.851275	0.8546291	7.530609	3.762859	3.048685	7.690883	4.175235	2.679809	2.910771	4.412264	5.720244	1.784358	5.730531	3.222839	3.625065	4.69933	2.126307	4.692039	0.8294698	4.945308	2.667735	1.394958	7.880786	8.747491	6.284347	7.264469	2.218229	3.389858	1.580005	0.8907568	4.014387	2.007201	0.5983555	8.043785	2.485589	4.13376	2.695717	2.052704	0.2235806	1.178455	4.011701	2.894971	3.09063	1.835975	1.477873	4.861995	3.093432	7.634938	3.477345	2.14982	1.517627	3.687346	3.027907	1.280283	1.025094	1.220335	0.9100216	11.46201	7.310456	1.965284	3.202745	1.718889	2.70993	2.751122	4.856928	1.320491	2.364966	8.675023	2.210759	5.810964	8.702151	2.998017	5.312925	3.263518	1.132147	1.697105	5.234666	1.662873	3.731814	3.205756	0.9412983	13.52942	2.573302	2.99674	1.928127	1.23886	1.792755	3.897544	9.448374	5.863109	8.84954	11.12833	5.944267	2.258731	0.8551396	1.75308	4.715631	1.536149	1.52455	2.387663	7.596025	1.212514	1.485406	5.644232	2.203562	0.7882263	3.634467	5.512451	1.743083	2.628211	7.567429	3.603753	1.779364	4.225487	4.851437	1.614563	2.542819	1.713062	1.924681	7.215821	2.596307	12.52009	1.503402	1.16612	6.4978	1.976982	0.734352	8.053009	1.112061	3.830072	3.636326	8.006002	1.876527	0.7034468	14.50545	7.291644	5.993685	9.640511	5.727151	3.720269	1.852143	1.704924	1.646791	1.479301	4.214283	15.2991	0.9224861	3.69168	0.8052045	1.691441	1.403473	0.9268323	1.558042	1.067388	1.806718	3.78078	18.67855	13.39379	0.9511399	0.881589	1.446365	2.457334	4.615144	7.170802	2.433156	1.846499	3.806334	1.532317	1.489831	1.462291	6.405435	1.390069	3.592146	0.7861157	3.012511	3.279057	0.4637045	0.9188881	1.321301	4.843966	1.835497	2.068459	2.96918	0.8697716	1.83148	0.5504923	1.365388	3.146623	0.674836	1.503971	1.243323	1.200443	2.708099	2.053928	1.270726	0.5546055	0.875349	1.172483	1.291686	4.650274	3.670023	0.8600498	0.4944798	0.505405	2.009034	3.163178	1.969798	2.274882	4.439894	1.334734	2.513327	8.528032	4.010719	3.113903	0.8969118	2.993163	0.8492572	1.089278	1.224368	4.834677	2.35101	1.286278	2.209703	8.03443	1.557852	1.653815	1.4499	2.291741	1.416926	1.034898	4.118866	3.33092	2.867001	4.501764	2.029958	1.304251	1.946086	1.911333	2.372208	1.181959	2.902035	2.408092	1.339395	1.704846	7.411205	1.924308	2.48634	0.9430987	1.621755	3.163607	3.414666	1.368143	1.082761	0.8697016	5.688537	0.7995108	7.591195	3.152754	3.057687	0.8304938	1.416612	5.463659	3.031613	0.4458724	4.226315	0.7963807	9.491752	1.263696	0.5391962	1.13146	1.896605	0.6585274	0.5582609	1.785603	0.5176593	3.908527	0.8885102	1.626477	3.026718	0.3436708	2.012438	0.8009911	2.256385	0.4022237	0.4399946
